Sentence,Sentiment,label,cleaned_sentence
The amendment will not incur additional costs .,neutral,1,The amendment will not incur additional costs
"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",neutral,1,ASPO Plc STOCK EXCHANGE BULLETIN October    at  pm Aspo Systems Division has completed the statutory negotiations  as required under the Act on CoOperation Within Undertakings  conducted as part of the action plan launched in August
Incap and Lankapaja aim to enter into actual agreement to transfer the sheet-metal production to the buyer in February in order to complete the transfer on 1 March 2011 .,positive,2,Incap and Lankapaja aim to enter into actual agreement to transfer the sheetmetal production to the buyer in February in order to complete the transfer on  March
"Systeemitiimi 's sales and project resources will also be strengthened , director Paul Skogberg said .",positive,2,Systeemitiimi s sales and project resources will also be strengthened  director Paul Skogberg said
"561,470 new shares under 2003 option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of 561,470 new shares of the company have been issued based on share subscriptions under its 2003 option rights plan .",neutral,1,new shares under  option rights plan Packaging company Huhtamaki Oyj reported on Monday that a total of  new shares of the company have been issued based on share subscriptions under its  option rights plan
$TSPT  long 8.00,positive,2,long
"Finnish IT consultancy Satama Interactive Oyj said on November 13 , 2006 that Jarmo Lonnfors took up the position of CEO .",neutral,1,Finnish IT consultancy Satama Interactive Oyj said on November    that Jarmo Lonnfors took up the position of CEO
The right margin will be viewed separately in detail with every customer .,neutral,1,The right margin will be viewed separately in detail with every customer
Market data and analytics are derived from primary and secondary research .,neutral,1,Market data and analytics are derived from primary and secondary research
"The value of the deal exceeds EUR500 ,000 , the company said .",neutral,1,The value of the deal exceeds EUR   the company said
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,negative,0,Finnish retail software developer Aldata Solution Oyj reported a net loss of  mln euro   mln for  versus a net profit of  mln euro   mln for
AstraZeneca chases Acerta to secure next cancer drug winner,positive,2,AstraZeneca chases Acerta to secure next cancer drug winner
"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .",neutral,1,In a note to clients published  the Dutch broker described the company s third quarter results as  soft   although it also noted that Elcoteq retained its guidance  dealers said
Finnish handling systems company Cargotec Oyj ( HEL : CGCBV ) said today that it won a EUR 13 million ( USD 16.6 m ) contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping .,positive,2,Finnish handling systems company Cargotec Oyj  HEL  CGCBV  said today that it won a EUR  million  USD  m  contract to deliver MacGregor hatch covers for ships ordered by Norwegian shipowner Grieg Shipping
"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .",neutral,1,Marubeni has participated in GHG  Green House Gas  emission reduction projects overseas  obtained emissions credit from its projects and has provided these to Japanese clients
$NFLX and $TSLA making all kinds of gains 📈,positive,2,and  making all kinds of gains
"In the building and home improvement trade , net sales totalled EUR 1,173 mn , down from EUR 1,566 mn a year earlier .",neutral,1,In the building and home improvement trade  net sales totalled EUR  mn  down from EUR  mn a year earlier
"At the same time , the market for automated liquid handling devices is already larger than that for pipettes , according to Biohit .",neutral,1,At the same time  the market for automated liquid handling devices is already larger than that for pipettes  according to Biohit
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",positive,2,Both operating profit and net sales for the month period increased  respectively from EUR  m and EUR  m  as compared to
"In China , Finnish Kone that provides elevators , escalators , and solutions for modernisation and maintenance will build 342 escalators that will be installed in a high-speed railway section between Beijing and Shanghai in a 1.5 years ' time .",positive,2,In China  Finnish Kone that provides elevators  escalators  and solutions for modernisation and maintenance will build  escalators that will be installed in a highspeed railway section between Beijing and Shanghai in a  years  time
"According to Finnair Technical Services , the measure is above all due to the employment situation .",neutral,1,According to Finnair Technical Services  the measure is above all due to the employment situation
Mr Skogster currently serves as the manager responsible for ABB Oy 's system modules for low voltage drives .,neutral,1,Mr Skogster currently serves as the manager responsible for ABB Oy s system modules for low voltage drives
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",positive,2,Based upon its unique fiber expertise and innovative approach  the company has a strong market position in several business areas in which it operates
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",neutral,1,In the second quarter of   net sales through operator business partners represented   of the Group s total net sales
Loss after taxes amounted to EUR 1.2 mn compared to a loss of 2.6 mn .,positive,2,Loss after taxes amounted to EUR  mn compared to a loss of  mn
"Compared with the FTSE 100 index , which rose 94.9 points ( or 1.6 % ) on the day , this was a relative price change of -0.4 % .",negative,0,Compared with the FTSE  index  which rose  points  or    on the day  this was a relative price change of
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,neutral,1,A merger between UPM and FinnishSwedish Stora Enso is not likely either
"Mobile phone shipments jumped 26 percent to almost 112 million units , while Finnish company 's global market share rose to 39 percent from 36 percent .",positive,2,Mobile phone shipments jumped  percent to almost  million units  while Finnish company s global market share rose to  percent from  percent
The bridge is part of the highway 14 development project .,neutral,1,The bridge is part of the highway  development project
"As a result , the Russia 's import restrictions on Finnish dairy companies will be canceled on 6 August 2010 .",positive,2,As a result  the Russia s import restrictions on Finnish dairy companies will be canceled on  August
